SAR_1_PREDICTION,SAR_0_PREDICTION,SAR_PREDICTION,THRESHOLD,POSITIVE_CLASS,EXPLANATION_1_FEATURE_NAME,EXPLANATION_1_STRENGTH,EXPLANATION_1_ACTUAL_VALUE,EXPLANATION_1_QUALITATIVE_STRENGTH,EXPLANATION_2_FEATURE_NAME,EXPLANATION_2_STRENGTH,EXPLANATION_2_ACTUAL_VALUE,EXPLANATION_2_QUALITATIVE_STRENGTH,EXPLANATION_3_FEATURE_NAME,EXPLANATION_3_STRENGTH,EXPLANATION_3_ACTUAL_VALUE,EXPLANATION_3_QUALITATIVE_STRENGTH,EXPLANATION_4_FEATURE_NAME,EXPLANATION_4_STRENGTH,EXPLANATION_4_ACTUAL_VALUE,EXPLANATION_4_QUALITATIVE_STRENGTH,EXPLANATION_5_FEATURE_NAME,EXPLANATION_5_STRENGTH,EXPLANATION_5_ACTUAL_VALUE,EXPLANATION_5_QUALITATIVE_STRENGTH,EXPLANATION_6_FEATURE_NAME,EXPLANATION_6_STRENGTH,EXPLANATION_6_ACTUAL_VALUE,EXPLANATION_6_QUALITATIVE_STRENGTH,EXPLANATION_7_FEATURE_NAME,EXPLANATION_7_STRENGTH,EXPLANATION_7_ACTUAL_VALUE,EXPLANATION_7_QUALITATIVE_STRENGTH,EXPLANATION_8_FEATURE_NAME,EXPLANATION_8_STRENGTH,EXPLANATION_8_ACTUAL_VALUE,EXPLANATION_8_QUALITATIVE_STRENGTH,EXPLANATION_9_FEATURE_NAME,EXPLANATION_9_STRENGTH,EXPLANATION_9_ACTUAL_VALUE,EXPLANATION_9_QUALITATIVE_STRENGTH,EXPLANATION_10_FEATURE_NAME,EXPLANATION_10_STRENGTH,EXPLANATION_10_ACTUAL_VALUE,EXPLANATION_10_QUALITATIVE_STRENGTH,DEPLOYMENT_APPROVAL_STATUS,ALERT,kycRiskScore,income,tenureMonths,creditScore,state,nbrPurchases90d,avgTxnSize90d,totalSpend90d,csrNotes,nbrDistinctMerch90d,nbrMerchCredits90d,nbrMerchCreditsRndDollarAmt90d,totalMerchCred90d,nbrMerchCreditsWoOffsettingPurch,nbrPayments90d,totalPaymentAmt90d,overpaymentAmt90d,overpaymentInd90d,nbrCustReqRefunds90d,indCustReqRefund90d,totalRefundsToCust90d,nbrPaymentsCashLike90d,maxRevolveLine,indOwnsHome,nbrInquiries1y,nbrCollections3y,nbrWebLogins90d,nbrPointRed90d,PEP,association_id
0.915172596,0.084827404,1,0.1,1,totalMerchCred90d,4.335975126,3788.08,+++,totalSpend90d,1.157856713,31338.58,++,avgTxnSize90d,0.706597122,467.74,++,creditScore,0.504293222,683,++,overpaymentAmt90d,0.21361352,0,+,totalPaymentAmt90d,0.165061356,1566.93,+,maxRevolveLine,-0.128593238,7000,-,csrNotes,0.126230682,"late payment statement plastic replace lost cardrefund requested. supply additional details, call back",+,state,0.116476453,MA,+,nbrCustReqRefunds90d,0.09756561,1,+,APPROVED,1,1,57200,4,683,MA,67,467.74,31338.58,"late payment statement plastic replace lost cardrefund requested. supply additional details, call back",37,8,2,3788.08,3,2,1566.93,0,0,1,1,46.2,2,7000,0,3,0,8,0,0,640
0.00084,0.99916,0,0.1,1,overpaymentAmt90d,4.794934607,24.07,+++,totalPaymentAmt90d,-1.013146517,147.38,--,totalMerchCred90d,-0.661418994,39,--,nbrCustReqRefunds90d,-0.482720327,1,--,totalSpend90d,-0.457736365,123.31,--,creditScore,-0.084282709,660,-,csrNotes,-0.078296487,nan,-,maxRevolveLine,-0.019611895,11000,-,avgTxnSize90d,-0.011257807,6.49,-,tenureMonths,0,4,<+,APPROVED,1,0,43700,4,660,CT,19,6.49,123.31, ,14,6,0,39,5,2,147.38,24.07,1,1,1,79.11,0,11000,1,3,1,10,2,0,641
0,1,0,0.1,1,totalSpend90d,-3.380843291,1671.78,---,totalPaymentAmt90d,-2.923632848,1671.78,---,overpaymentAmt90d,-2.889040947,0,---,totalMerchCred90d,-1.314605194,254.27,--,nbrCustReqRefunds90d,-1.201051962,1,--,avgTxnSize90d,-0.621510722,25.33,--,maxRevolveLine,0,6000,<+,creditScore,0,663,<+,tenureMonths,0,5,<+,income,0,96800,<+,APPROVED,1,0,96800,5,663,NY,66,25.33,1671.78,customer call transfer change request,29,10,1,254.27,2,2,1671.78,0,0,1,1,62.88,1,6000,1,2,0,9,0,0,642
0,1,0,0.1,1,totalPaymentAmt90d,-3.016524914,152.38,---,totalSpend90d,-2.865958618,152.38,---,overpaymentAmt90d,-2.855520588,0,---,totalMerchCred90d,-1.317997344,0,--,nbrCustReqRefunds90d,-1.26485784,1,--,avgTxnSize90d,-0.971520262,152.38,--,maxRevolveLine,0,13000,<+,creditScore,0,771,<+,tenureMonths,0,66,<+,income,0,14900,<+,APPROVED,1,4,14900,66,771,NY,1,152.38,152.38,transfer card replace plastic replace statement,1,0,0,0,0,6,152.38,0,0,1,1,33.97,0,13000,1,2,0,8,2,0,643
0,1,0,0.1,1,totalSpend90d,-9.017421566,3698.52,---,avgTxnSize90d,-2.808987452,217.56,--,overpaymentAmt90d,-2.797822288,0,--,income,-1.631338827,50100,--,totalPaymentAmt90d,-1.532812281,3698.52,--,totalMerchCred90d,-1.293939505,652.98,--,nbrCustReqRefunds90d,-1.188303029,1,--,tenureMonths,-0.564690643,5,-,maxRevolveLine,0,12000,<+,creditScore,0,726,<+,APPROVED,1,2,50100,5,726,NJ,17,217.56,3698.52, ,10,3,0,652.98,0,2,3698.52,0,0,1,1,89.99,2,12000,1,5,0,12,1,0,644
0,1,0,0.1,1,totalSpend90d,-2.848584097,2614.64,---,overpaymentAmt90d,-2.833697775,0,---,totalPaymentAmt90d,-2.314157321,130.73,---,totalMerchCred90d,-1.318660751,168.91,--,nbrCustReqRefunds90d,-1.253799205,1,--,tenureMonths,-0.529851639,18,-,maxRevolveLine,0,8000,<+,creditScore,0,733,<+,avgTxnSize90d,0,90.16,<+,income,0,110900,<+,APPROVED,1,1,110900,18,733,MA,29,90.16,2614.64, ,18,2,1,168.91,2,2,130.73,0,0,1,1,38.95,0,8000,1,2,0,10,2,0,645
0.001139153,0.998860847,0,0.1,1,totalMerchCred90d,-1.3164948,0.34,--,totalPaymentAmt90d,-1.23603615,60,--,income,1.036371754,91000,++,totalSpend90d,-0.987365005,1.76,--,creditScore,0.716249883,659,++,nbrCustReqRefunds90d,-0.601488404,1,--,avgTxnSize90d,-0.359243401,0.16,--,state,0.352207398,ME,+,overpaymentAmt90d,-0.340697183,58.24,-,tenureMonths,0.16670188,28,+,APPROVED,1,1,91000,28,659,ME,11,0.16,1.76,statement customer call card replace,5,2,0,0.34,1,5,60,58.24,1,1,1,119.26,0,8000,1,1,0,7,3,0,646
0,1,0,0.1,1,totalPaymentAmt90d,-3.033704667,682.65,---,totalSpend90d,-2.90259079,682.65,---,overpaymentAmt90d,-2.626857632,0,---,totalMerchCred90d,-1.787990244,134.96,--,nbrCustReqRefunds90d,-1.212423766,1,--,avgTxnSize90d,-1.190332662,136.53,--,maxRevolveLine,0,17000,<+,creditScore,0,649,<+,tenureMonths,0,11,<+,income,0,65800,<+,APPROVED,1,2,65800,11,649,ME,5,136.53,682.65,billing address statement transfer,1,1,0,134.96,0,4,682.65,0,0,1,1,38.55,1,17000,0,3,0,6,0,0,647
0.625798243,0.374201757,1,0.1,1,totalMerchCred90d,3.342976773,1437.4,+++,totalSpend90d,0.785279342,13433.28,++,totalPaymentAmt90d,0.359441603,13433.28,++,maxRevolveLine,0.14569841,11000,+,state,0.086440914,NY,+,nbrCustReqRefunds90d,0.051329774,1,+,overpaymentAmt90d,0.039318247,0,+,income,0.034996482,181400,+,tenureMonths,-0.017086309,18,-,avgTxnSize90d,0.015932357,119.94,+,APPROVED,1,2,181400,18,747,NY,112,119.94,13433.28, ,65,12,1,1437.4,5,6,13433.28,0,0,1,1,78.65,6,11000,1,4,0,14,0,0,648
0,1,0,0.1,1,totalPaymentAmt90d,-3.105701492,511.52,---,totalSpend90d,-2.405148063,511.52,---,overpaymentAmt90d,-1.909648329,0,--,totalMerchCred90d,-1.318464467,64.3,--,nbrCustReqRefunds90d,-1.245876987,1,--,avgTxnSize90d,-0.616183677,31.97,--,maxRevolveLine,0,10000,<+,creditScore,0,738,<+,tenureMonths,0,98,<+,income,0,33900,<+,APPROVED,1,1,33900,98,738,NY,16,31.97,511.52, ,9,2,0,64.3,0,4,511.52,0,0,1,1,31.26,1,10000,1,3,0,3,1,0,649
0.443779429,0.556220571,1,0.1,1,totalMerchCred90d,5.102595935,1322.8,+++,totalPaymentAmt90d,0.251667225,8853.6,+,totalSpend90d,0.185213969,8853.6,+,avgTxnSize90d,-0.106340099,130.2,-,maxRevolveLine,0.072932681,14000,+,creditScore,0.061188827,721,+,nbrCustReqRefunds90d,0.04799943,1,+,state,-0.037110839,ME,-,tenureMonths,0.020053448,7,+,csrNotes,0.012599082,nan,+,APPROVED,1,3,92500,7,721,ME,68,130.2,8853.6, ,35,10,2,1322.8,5,5,8853.6,0,0,1,1,56.14,5,14000,0,3,0,13,2,0,650
0.0001,0.9999,0,0.1,1,tenureMonths,4.605269191,82,+++,totalMerchCred90d,2.370757712,353.88,++,income,1.884660364,58700,++,totalPaymentAmt90d,-1.574024848,1645,--,overpaymentAmt90d,-1.469776897,0,--,totalSpend90d,-0.947832143,1645,--,nbrCustReqRefunds90d,-0.777747717,1,--,avgTxnSize90d,-0.174806249,117.5,-,maxRevolveLine,0,12000,<-,creditScore,0,729,<-,APPROVED,1,2,58700,82,729,NJ,14,117.5,1645, ,7,3,0,353.88,2,3,1645,0,0,1,1,43.33,3,12000,0,4,1,10,1,0,651
0,1,0,0.1,1,totalPaymentAmt90d,-3.111144092,973.2,---,totalSpend90d,-2.232488974,973.2,---,totalMerchCred90d,-1.328825843,32.7,--,overpaymentAmt90d,-1.32043033,0,--,nbrCustReqRefunds90d,-1.246879053,1,--,avgTxnSize90d,-0.599186363,32.44,--,maxRevolveLine,0,10000,<+,creditScore,0,712,<+,tenureMonths,0,22,<+,income,0,50700,<+,APPROVED,1,2,50700,22,712,MA,30,32.44,973.2,billing address card replace plastic replace,11,1,0,32.7,0,2,973.2,0,0,1,1,44.1,0,10000,1,2,0,8,1,0,652
9.52381E-05,0.999904762,0,0.1,1,totalMerchCred90d,-2.68671844,1.41,---,totalPaymentAmt90d,-2.561710722,60,--,totalSpend90d,-1.828670199,11.34,--,overpaymentAmt90d,-1.668874574,48.66,--,income,-1.489295357,23500,--,nbrCustReqRefunds90d,-0.825749038,1,--,csrNotes,-0.649813344,late payment plastic replace transfer,--,creditScore,-0.611551171,649,-,tenureMonths,-0.368661271,16,-,avgTxnSize90d,0.149257451,1.62,+,APPROVED,1,1,23500,16,649,ME,7,1.62,11.34,late payment plastic replace transfer,4,1,0,1.41,1,2,60,48.66,1,1,1,113.2,0,14000,1,2,0,7,3,0,653
0.0003,0.9997,0,0.1,1,creditScore,5.70408152,617,+++,totalPaymentAmt90d,-1.565420843,60,--,overpaymentAmt90d,-0.98618505,0,--,totalMerchCred90d,-0.855888869,0,--,totalSpend90d,-0.813877387,275.25,--,tenureMonths,0.809725143,30,++,nbrCustReqRefunds90d,-0.677817522,1,--,maxRevolveLine,0.324452107,24000,+,avgTxnSize90d,-0.227373088,18.35,-,income,-0.004431845,56100,<-,APPROVED,1,3,56100,30,617,NY,15,18.35,275.25,change request statement   statement,7,0,0,0,0,5,60,0,0,1,1,104.64,0,24000,1,3,0,7,1,0,654
0.002879533,0.997120467,0,0.1,1,totalSpend90d,-1.540112806,10648.89,---,totalPaymentAmt90d,-0.680372426,10648.89,--,totalMerchCred90d,-0.631933483,509.47,--,overpaymentAmt90d,-0.604260408,0,--,avgTxnSize90d,-0.412583185,169.03,--,nbrCustReqRefunds90d,-0.384208749,1,--,income,-0.200030123,73700,-,csrNotes,-0.118117589,plastic replace late payment billing address,-,tenureMonths,0.117250215,6,+,creditScore,0.040595143,728,+,APPROVED,1,3,73700,6,728,NJ,63,169.03,10648.89,plastic replace late payment billing address,30,3,2,509.47,1,4,10648.89,0,0,1,1,60.25,4,14000,0,3,0,9,0,0,655
0,1,0,0.1,1,totalSpend90d,-8.595215346,3922.32,---,totalMerchCred90d,-4.837038553,163.58,---,overpaymentAmt90d,-2.795073993,0,--,avgTxnSize90d,-2.443787534,163.43,--,totalPaymentAmt90d,-1.54505908,3922.32,--,income,-1.496758539,78400,--,nbrCustReqRefunds90d,-1.253188961,1,--,tenureMonths,-0.972144735,28,-,maxRevolveLine,0,21000,<+,creditScore,0,696,<+,APPROVED,1,3,78400,28,696,MA,24,163.43,3922.32, ,12,1,0,163.58,0,3,3922.32,0,0,1,1,63.6,1,21000,0,2,0,1,0,0,656
0,1,0,0.1,1,totalPaymentAmt90d,-3.011768045,931.32,---,totalSpend90d,-2.377518933,931.32,---,overpaymentAmt90d,-2.154181129,0,---,totalMerchCred90d,-1.319194615,102.92,--,nbrCustReqRefunds90d,-1.159644894,1,--,avgTxnSize90d,-0.599186363,25.87,--,maxRevolveLine,0,11000,<+,creditScore,0,737,<+,tenureMonths,0,8,<+,income,0,121800,<+,APPROVED,1,0,121800,8,737,NY,36,25.87,931.32, ,20,4,0,102.92,2,2,931.32,0,0,1,1,35.23,0,11000,1,2,0,8,1,0,657
0,1,0,0.1,1,totalPaymentAmt90d,-6.326654722,60,--,totalSpend90d,-6.277116868,0,--,totalMerchCred90d,-5.421167193,0,--,avgTxnSize90d,-4.551308922,0,--,overpaymentAmt90d,-4.484288262,60,--,income,-4.025869517,32400,--,nbrCustReqRefunds90d,-1.32445577,1,-,csrNotes,-0.69451595,plastic replace late payment plastic replace,-,state,-0.522244458,CT,-,creditScore,-0.463058956,636,-,APPROVED,1,3,32400,4,636,CT,16,0,0,plastic replace late payment plastic replace,11,2,0,0,1,3,60,60,1,1,1,60,0,13000,1,0,0,9,0,0,658
0,1,0,0.1,1,totalPaymentAmt90d,-3.052144042,593.17,---,totalSpend90d,-2.275715297,593.17,---,overpaymentAmt90d,-1.782285551,0,--,totalMerchCred90d,-1.342726898,100.8,--,nbrCustReqRefunds90d,-1.225915809,1,--,avgTxnSize90d,-0.599186363,25.79,--,maxRevolveLine,0,12000,<+,creditScore,0,718,<+,tenureMonths,0,27,<+,income,0,49200,<+,APPROVED,1,0,49200,27,718,RI,23,25.79,593.17,billing address billing address transfer,15,4,0,100.8,0,3,593.17,0,0,1,1,88.98,0,12000,1,3,0,5,0,0,659
0.000331596,0.999668404,0,0.1,1,totalMerchCred90d,-1.639140707,0,--,totalPaymentAmt90d,-1.603876479,60,--,creditScore,1.200616051,651,++,income,1.067876858,1200,++,avgTxnSize90d,-0.902093691,8.95,--,totalSpend90d,-0.860932324,8.95,--,nbrCustReqRefunds90d,-0.685249869,1,--,tenureMonths,-0.552759488,4,--,maxRevolveLine,-0.488682427,19000,--,overpaymentAmt90d,-0.369966414,51.05,-,APPROVED,1,2,1200,4,651,NY,1,8.95,8.95, ,1,0,0,0,0,3,60,51.05,1,1,1,86.43,0,19000,1,3,0,8,0,0,660
0,1,0,0.1,1,totalSpend90d,-8.607734515,7408.32,---,totalMerchCred90d,-5.502925952,310.84,--,avgTxnSize90d,-4.820138184,154.34,--,totalPaymentAmt90d,-4.546557179,7408.32,--,income,-4.192052621,101900,--,overpaymentAmt90d,-2.880445795,0,--,tenureMonths,-1.49146199,7,-,nbrCustReqRefunds90d,-1.188521269,1,-,maxRevolveLine,-1.134362226,8000,-,creditScore,-0.583639193,747,-,APPROVED,1,2,101900,7,747,NJ,48,154.34,7408.32, ,21,2,0,310.84,1,5,7408.32,0,0,1,1,64.27,5,8000,1,3,0,5,1,0,661
0.000495556,0.999504444,0,0.1,1,income,4.500272201,nan,+++,totalSpend90d,-3.133683916,3376.48,---,totalPaymentAmt90d,2.985061604,3376.48,+++,overpaymentAmt90d,-0.978253416,0,--,nbrCustReqRefunds90d,-0.582509201,1,-,avgTxnSize90d,-0.492997696,211.03,-,totalMerchCred90d,-0.378148034,638.22,-,maxRevolveLine,-0.055174579,13000,-,tenureMonths,-0.018391526,16,-,state,0,RI,<+,APPROVED,1,1,,16,705,RI,16,211.03,3376.48, ,10,3,1,638.22,0,6,3376.48,0,0,1,1,39.31,6,13000,1,0,0,12,0,0,662
0,1,0,0.1,1,overpaymentAmt90d,-3.074438418,0,---,totalPaymentAmt90d,-2.988697385,60,---,totalSpend90d,-2.908202031,590.58,---,totalMerchCred90d,-1.311391528,0,--,nbrCustReqRefunds90d,-1.294094955,1,--,maxRevolveLine,0,10000,<+,creditScore,0,738,<+,avgTxnSize90d,0,196.86,<+,tenureMonths,0,20,<+,income,0,39200,<+,APPROVED,1,0,39200,20,738,MA,3,196.86,590.58,customer call billing address card replace statement,1,0,0,0,0,2,60,0,0,1,1,85.8,0,10000,1,1,0,5,1,0,663
0,1,0,0.1,1,totalPaymentAmt90d,-3.099530561,60,---,totalSpend90d,-2.936552851,781.2,---,overpaymentAmt90d,-2.732938897,0,---,totalMerchCred90d,-1.346991279,52.47,--,nbrCustReqRefunds90d,-1.282263276,1,--,avgTxnSize90d,-0.430513867,52.08,-,income,-0.081597152,69700,-,maxRevolveLine,0,7000,<+,creditScore,0,699,<+,tenureMonths,0,43,<+,APPROVED,1,3,69700,43,699,NJ,15,52.08,781.2, ,11,1,0,52.47,0,3,60,0,0,1,1,58.2,0,7000,0,0,0,8,1,0,664
0,1,0,0.1,1,totalSpend90d,-8.572043218,3572.44,---,totalMerchCred90d,-5.923837099,250,---,overpaymentAmt90d,-2.783460873,0,--,avgTxnSize90d,-2.410154032,41.54,--,totalPaymentAmt90d,-1.508465036,3572.44,--,income,-1.496758539,90400,--,nbrCustReqRefunds90d,-1.248904541,1,--,tenureMonths,-0.442293097,25,-,creditScore,-0.413522806,690,-,maxRevolveLine,0,16000,<+,APPROVED,1,2,90400,25,690,RI,86,41.54,3572.44,card replace password change card replace,42,6,2,250,3,3,3572.44,0,0,1,1,35.66,2,16000,1,1,0,5,1,0,665
0,1,0,0.1,1,totalPaymentAmt90d,-3.125663328,448.04,---,totalSpend90d,-2.408844668,448.04,---,totalMerchCred90d,-1.760674762,19.16,--,overpaymentAmt90d,-1.74108211,0,--,nbrCustReqRefunds90d,-1.184194005,1,--,avgTxnSize90d,-0.660481023,19.48,--,maxRevolveLine,0,19000,<+,creditScore,0,674,<+,tenureMonths,0,11,<+,income,0,33800,<+,APPROVED,1,1,33800,11,674,CT,23,19.48,448.04,billing address   late payment,11,1,0,19.16,1,3,448.04,0,0,1,1,81.14,0,19000,1,2,0,12,0,0,666
0,1,0,0.1,1,totalPaymentAmt90d,-3.120519561,60,---,overpaymentAmt90d,-2.871141132,0,---,totalSpend90d,-2.737224153,94.92,---,totalMerchCred90d,-1.317276208,0,--,nbrCustReqRefunds90d,-1.211637979,1,--,income,-0.070921146,8300,-,maxRevolveLine,0,10000,<+,creditScore,0,658,<+,avgTxnSize90d,0,47.46,<+,tenureMonths,0,5,<+,APPROVED,1,1,8300,5,658,NY,2,47.46,94.92,transfer transfer transfer statement,0,0,0,0,0,5,60,0,0,1,1,52.35,0,10000,1,1,1,6,0,0,667
0,1,0,0.1,1,totalPaymentAmt90d,-3.08343716,379.6,---,totalSpend90d,-1.798656647,379.6,--,totalMerchCred90d,-1.350165267,50.78,--,overpaymentAmt90d,-1.252849485,0,--,nbrCustReqRefunds90d,-1.238059365,1,--,avgTxnSize90d,-0.599186363,7.3,--,maxRevolveLine,0,12000,<+,creditScore,0,717,<+,tenureMonths,0,40,<+,income,0,77200,<+,APPROVED,1,1,77200,40,717,MA,52,7.3,379.6,card replace billing address customer call,21,7,1,50.78,3,3,379.6,0,0,1,1,46.05,0,12000,1,2,0,7,2,0,668
0.602210878,0.397789122,1,0.1,1,overpaymentAmt90d,3.814574028,2816.82,+++,totalPaymentAmt90d,0.644862264,3482.67,++,income,0.493997559,54700,++,tenureMonths,0.285223639,17,+,avgTxnSize90d,0.14348008,133.17,+,totalMerchCred90d,0.143326763,134.31,+,totalSpend90d,0.103833023,665.85,+,nbrCustReqRefunds90d,0.10166511,1,+,creditScore,0.067432446,760,+,maxRevolveLine,0.054111602,12000,+,APPROVED,1,1,54700,17,760,NY,5,133.17,665.85, ,4,1,0,134.31,1,3,3482.67,2816.82,1,1,1,2854.2,3,12000,1,3,0,7,1,0,669
0,1,0,0.1,1,totalPaymentAmt90d,-3.133052138,60,---,overpaymentAmt90d,-1.892720029,0,---,totalSpend90d,-1.561079895,338.56,--,totalMerchCred90d,-1.332660566,0,--,nbrCustReqRefunds90d,-1.168178732,1,--,income,-0.081597152,49700,-,maxRevolveLine,0,11000,<+,creditScore,0,716,<+,avgTxnSize90d,0,21.16,<+,tenureMonths,0,2,<+,APPROVED,1,2,49700,2,716,NJ,16,21.16,338.56, ,7,0,0,0,0,2,60,0,0,1,1,66.2,0,11000,0,2,0,8,1,0,670
0,1,0,0.1,1,totalPaymentAmt90d,-3.123372609,60,---,totalSpend90d,-3.007728256,180.45,---,overpaymentAmt90d,-1.937976891,0,--,totalMerchCred90d,-1.353412942,36.38,--,nbrCustReqRefunds90d,-1.235150551,1,--,avgTxnSize90d,-0.430513867,36.09,-,income,-0.081597152,55300,-,maxRevolveLine,0,9000,<+,creditScore,0,669,<+,tenureMonths,0,60,<+,APPROVED,1,2,55300,60,669,MA,5,36.09,180.45,customer call late payment  ,1,1,0,36.38,0,3,60,0,0,1,1,59.52,0,9000,1,3,0,9,1,0,671
0,1,0,0.1,1,totalPaymentAmt90d,-3.13579285,60,---,totalSpend90d,-3.02102286,228.16,---,overpaymentAmt90d,-2.401073009,0,--,totalMerchCred90d,-1.784514086,28.05,--,nbrCustReqRefunds90d,-1.24530656,1,--,avgTxnSize90d,-0.547290788,28.52,-,income,-0.070921146,26900,-,maxRevolveLine,0,18000,<+,creditScore,0,655,<+,tenureMonths,0,34,<+,APPROVED,1,1,26900,34,655,NY,8,28.52,228.16,change request customer call password change,3,1,0,28.05,1,4,60,0,0,1,1,47.26,0,18000,0,2,0,6,0,0,672
0,1,0,0.1,1,totalPaymentAmt90d,-3.088252327,325.55,---,overpaymentAmt90d,-2.741258199,0,---,totalSpend90d,-2.087737394,325.55,--,totalMerchCred90d,-1.325598089,0,--,nbrCustReqRefunds90d,-1.237207866,1,--,avgTxnSize90d,-1.115059198,65.11,--,maxRevolveLine,0,8000,<+,creditScore,0,786,<+,tenureMonths,0,5,<+,income,0,44800,<+,APPROVED,1,3,44800,5,786,MA,5,65.11,325.55, ,1,0,0,0,0,4,325.55,0,0,1,1,44.53,0,8000,1,4,0,5,2,0,673
0,1,0,0.1,1,totalPaymentAmt90d,-3.073697798,648.24,---,overpaymentAmt90d,-2.728337051,0,---,totalSpend90d,-1.479322051,648.24,--,totalMerchCred90d,-1.308382046,0,--,nbrCustReqRefunds90d,-1.269685849,1,--,avgTxnSize90d,-0.621510722,81.03,--,maxRevolveLine,0,7000,<+,creditScore,0,696,<+,tenureMonths,0,17,<+,income,0,34000,<+,APPROVED,1,3,34000,17,696,NJ,8,81.03,648.24,plastic replace   password change statement,6,0,0,0,0,4,648.24,0,0,1,1,27.19,0,7000,1,6,0,10,2,0,674
0.338904296,0.661095704,1,0.1,1,overpaymentAmt90d,2.11233958,2742.46,+++,tenureMonths,-0.155766248,42,--,totalPaymentAmt90d,0.140777799,2761.99,++,maxRevolveLine,-0.0853254,16000,-,csrNotes,0.074917674,"password change   late payment lost cardrefund requested. supply additional details, call back",+,creditScore,-0.059526634,712,-,totalMerchCred90d,-0.055804851,0,-,totalSpend90d,0.055323394,19.53,+,nbrCustReqRefunds90d,0.032700308,1,+,income,-0.018354839,14100,-,APPROVED,1,1,14100,42,712,RI,1,19.53,19.53,"password change   late payment lost cardrefund requested. supply additional details, call back",0,0,0,0,0,3,2761.99,2742.46,1,1,1,2784.52,3,16000,1,1,0,8,2,0,675
0,1,0,0.1,1,totalSpend90d,-3.031930708,1754.55,---,overpaymentAmt90d,-3.005429966,0,---,totalPaymentAmt90d,-2.95308918,87.73,---,totalMerchCred90d,-1.335376902,118.08,--,nbrCustReqRefunds90d,-1.255922362,1,--,avgTxnSize90d,-0.515872835,116.97,-,maxRevolveLine,0,12000,<+,creditScore,0,800,<+,tenureMonths,0,29,<+,income,0,50500,<+,APPROVED,1,0,50500,29,800,MA,15,116.97,1754.55, ,6,1,0,118.08,0,2,87.73,0,0,1,1,42.51,1,12000,1,3,0,7,1,0,676
0,1,0,0.1,1,overpaymentAmt90d,-2.774844634,0,---,totalPaymentAmt90d,-2.71673611,2313.3,---,totalSpend90d,-2.382436168,2313.3,---,totalMerchCred90d,-1.298680742,106.07,--,nbrCustReqRefunds90d,-1.202918138,1,--,avgTxnSize90d,-0.599186363,105.15,--,maxRevolveLine,0,11000,<+,creditScore,0,741,<+,tenureMonths,0,11,<+,income,0,106500,<+,APPROVED,1,3,106500,11,741,PA,22,105.15,2313.3,transfer customer call transfer,10,1,0,106.07,1,3,2313.3,0,0,1,1,62.42,0,11000,1,1,0,8,1,0,677
0,1,0,0.1,1,totalPaymentAmt90d,-3.101576755,248.6,---,totalSpend90d,-2.989856402,248.6,---,overpaymentAmt90d,-2.798719617,0,---,totalMerchCred90d,-1.767539997,49.74,--,nbrCustReqRefunds90d,-1.242156486,1,--,avgTxnSize90d,-0.582366478,49.72,-,maxRevolveLine,0,22000,<+,creditScore,0,673,<+,tenureMonths,0,6,<+,income,0,25000,<+,APPROVED,1,2,25000,6,673,NY,5,49.72,248.6,statement billing address billing address,2,1,0,49.74,1,5,248.6,0,0,1,1,64.53,0,22000,0,5,1,12,1,0,678
0.143770805,0.856229195,1,0.1,1,nbrCustReqRefunds90d,5.393190649,2,+++,income,-0.399642314,8400,--,overpaymentAmt90d,-0.303056523,60,-,avgTxnSize90d,-0.264569826,0,-,totalMerchCred90d,-0.105971192,0,-,totalSpend90d,-0.097940403,0,-,creditScore,-0.080955521,699,-,tenureMonths,-0.036852301,27,-,csrNotes,-0.034988814,transfer statement billing address,-,maxRevolveLine,-0.028581993,9000,-,APPROVED,1,1,8400,27,699,PA,2,0,0,transfer statement billing address,1,0,0,0,0,4,60,60,1,2,1,60,0,9000,1,4,0,5,2,0,679
0,1,0,0.1,1,totalPaymentAmt90d,-3.047469579,60,---,totalSpend90d,-2.920694071,1128.41,---,overpaymentAmt90d,-2.777866198,0,---,totalMerchCred90d,-1.334637036,119.7,--,nbrCustReqRefunds90d,-1.194651592,1,--,income,-0.070921146,53500,-,maxRevolveLine,0,11000,<+,creditScore,0,699,<+,avgTxnSize90d,0,59.39,<+,tenureMonths,0,15,<+,APPROVED,1,0,53500,15,699,MA,19,59.39,1128.41, ,10,2,0,119.7,0,4,60,0,0,1,1,44.56,2,11000,1,2,0,8,0,0,680
0,1,0,0.1,1,totalPaymentAmt90d,-3.087336183,60,---,totalSpend90d,-2.784485521,130.35,---,overpaymentAmt90d,-1.918032534,0,--,totalMerchCred90d,-1.336074675,0,--,nbrCustReqRefunds90d,-1.245722362,1,--,income,-0.070921146,52000,-,maxRevolveLine,0,8000,<+,creditScore,0,729,<+,avgTxnSize90d,0,26.07,<+,tenureMonths,0,31,<+,APPROVED,1,1,52000,31,729,MA,5,26.07,130.35,card replace late payment late payment statement,1,0,0,0,0,2,60,0,0,1,1,29.05,0,8000,1,6,1,3,0,0,681
